order_id,customer_id,order_date,total_amount
85,677,2024-07-21,1563.54
86,256,2024-08-14,1803.59
87,616,2025-09-03,1275.2
88,837,2024-09-15,825.56
89,606,2026-02-09,1392.72
90,393,2025-07-13,1059.81
91,777,2024-06-15,1698.14
92,357,2024-04-23,1544.55
93,617,2024-04-23,1024.1
94,1,2024-06-14,770.13
95,431,2024-08-08,1083.27
96,1188,2025-10-29,1522.55
97,660,2024-08-24,1170.5
98,906,2025-08-28,1693.93
99,1047,2025-01-23,1190.87
100,348,2025-08-07,1652.24
101,582,2024-12-11,1295.9
102,687,2025-04-17,247.07
103,482,2026-02-07,1686.9
104,461,2025-02-15,2019.31
105,302,2025-12-17,75.7
106,502,2025-10-13,2460.08
107,150,2024-05-21,1146.71
108,1179,2025-06-14,498.17
109,787,2024-11-03,1243.53
110,500,2024-08-05,381.71
111,12,2025-01-18,2233.26
112,219,2025-02-04,1949.37
113,449,2025-09-26,452.08
114,1061,2025-09-14,1169.41
115,1142,2026-02-13,634.26
116,249,2025-03-21,1149.31
117,952,2026-01-24,1673.93
118,1145,2024-10-09,1494.7
119,907,2024-05-17,1537.44
120,1034,2025-09-21,1075.45
121,1123,2024-09-10,1123.1
122,326,2025-02-07,1862.98
123,973,2025-11-12,1133.42
124,507,2024-04-30,2102.06
125,568,2024-11-26,1918.05
126,1068,2026-03-12,1219.22
127,490,2026-01-23,697.37
128,159,2024-10-01,1788.16
129,481,2025-09-29,690.21
130,655,2026-03-04,2234.17
131,166,2025-07-21,358.86
132,474,2024-06-26,966.84
133,313,2024-12-01,1770.45
134,132,2024-06-06,1045.95
135,678,2024-11-30,1363.39
136,852,2026-03-22,169.73
137,861,2025-01-30,982.85
138,1197,2024-11-17,2365.96
139,41,2024-06-24,2143.98
140,1180,2025-09-21,960.25
141,13,2024-10-29,2357.71
142,612,2024-09-26,1887.39
143,859,2025-09-13,1352.48
144,1119,2025-10-31,2002.67
145,452,2025-08-01,1228.25
146,559,2024-05-11,1098.05
147,60,2026-02-12,981.31
148,829,2024-08-19,1814.59
149,958,2025-09-14,2300.06
150,1094,2025-03-17,82.01
151,807,2024-12-20,1485.85
152,56,2024-05-14,223.61
153,878,2024-10-05,352.21
154,946,2025-07-24,466.6
155,533,2024-07-04,957.07
156,434,2025-07-01,1144.93
157,692,2024-08-26,1906.66
158,777,2024-05-24,706.47
159,864,2025-06-05,641.89
160,168,2024-08-07,1183.71
161,1105,2025-05-04,144.43
162,717,2024-09-20,572.19
163,141,2025-04-19,1956.36
164,83,2024-10-21,1889.27
165,507,2025-03-12,510.41
166,42,2024-11-30,1559.02
167,489,2024-09-05,328.66
168,235,2025-02-28,1416.46
169,447,2025-05-03,1170.61
170,525,2025-08-31,1920.74
171,344,2025-11-27,1520.64
172,235,2024-12-02,1947.81
173,336,2024-04-07,2412.33
174,222,2025-08-19,1453.03
175,639,2025-04-02,1445.85
176,769,2025-11-05,1000.69
177,407,2024-06-16,203.85
178,498,2026-01-01,268.22
179,618,2024-12-26,2127.98
180,248,2025-05-02,1993.62
181,1160,2024-07-09,1959.85
182,712,2024-09-05,1338.87
183,759,2024-06-02,186.36
184,699,2024-05-23,46.44
185,861,2024-07-06,2058.49
186,217,2024-08-05,1092.31
187,742,2025-01-04,1594.43
188,942,2025-01-26,1772.66
189,892,2025-02-18,452.7
190,1069,2025-06-14,2414.2
191,554,2025-10-16,1545.54
192,1103,2025-07-01,1939.98
193,953,2024-08-22,1097.4
194,550,2025-08-21,815.93
195,503,2025-11-24,2079.37
196,178,2024-06-04,708.14
197,924,2025-10-30,621.0
198,952,2024-06-12,1431.08
199,777,2024-09-09,850.95
200,1013,2024-05-20,2129.62
201,373,2025-11-20,1226.56
202,727,2026-04-04,1997.61
203,698,2025-05-15,709.95
204,566,2024-05-02,1396.14
205,1059,2024-07-23,2370.94
206,176,2024-11-23,614.77
207,833,2024-05-26,1229.12
208,493,2025-08-30,1731.16
209,1006,2025-01-19,1128.71
210,36,2024-10-09,246.24
211,454,2025-11-07,1019.94
212,499,2025-04-28,775.92
213,1192,2024-10-12,932.02
214,1134,2025-02-26,1334.34
215,872,2025-12-11,2491.63
216,1128,2025-03-01,837.02
217,930,2025-12-17,688.23
218,515,2024-10-20,587.89
219,395,2024-11-08,799.14
220,1098,2024-05-15,2377.93
221,380,2024-11-05,490.98
222,992,2024-05-31,702.1
223,1075,2024-10-06,1498.02
224,206,2025-07-19,2084.08
225,607,2024-07-15,580.3
226,368,2025-03-28,766.13
227,1094,2024-11-25,329.56
228,94,2026-03-07,2436.12
229,1134,2024-11-13,740.96
230,259,2025-06-08,1600.11
231,1006,2024-05-04,269.93
232,26,2025-08-11,1441.55
233,962,2024-11-03,1204.6
234,698,2025-03-01,473.14
235,106,2025-12-05,642.41
236,979,2025-03-16,298.51
237,134,2024-06-29,1010.76
238,152,2024-10-06,1448.9
239,110,2024-04-18,392.04
240,1153,2026-02-02,2373.58
241,175,2025-07-10,2484.89
242,243,2024-09-13,1401.81
243,853,2025-11-23,1521.7
244,463,2025-07-03,1942.6
245,780,2026-01-07,1134.53
246,907,2025-08-24,753.92
247,879,2024-08-17,773.87
248,124,2025-08-02,1529.93
249,204,2024-08-21,2369.76
250,426,2024-12-27,1569.4
251,542,2025-02-14,1656.16
252,322,2026-02-25,611.06
253,1131,2026-01-17,201.54
254,6,2024-12-28,1030.17
255,963,2024-10-12,738.78
256,475,2024-12-19,730.94
257,580,2025-10-06,1761.92
258,930,2025-05-11,191.88
259,479,2024-10-04,2310.92
260,406,2025-04-04,1071.47
261,1116,2024-11-08,573.65
262,306,2025-12-13,2272.4
263,292,2024-06-09,192.45
264,340,2024-06-01,1984.68
265,1166,2025-11-27,2304.16
266,900,2025-07-02,324.02
267,623,2025-10-17,1753.84
268,558,2025-03-15,1258.67
269,1012,2025-11-02,1102.83
270,82,2025-09-22,2225.22
271,661,2025-02-14,1515.23
272,53,2024-10-26,241.95
273,1179,2025-06-23,1474.0
274,43,2025-09-01,2498.94
275,552,2025-12-14,1446.97
276,359,2025-02-28,1184.19
277,906,2025-01-04,2291.44
278,372,2025-04-21,2492.41
279,893,2025-06-11,1592.44
280,1008,2024-12-31,2423.1
281,963,2024-06-20,879.68
282,683,2025-11-02,812.83
283,215,2025-01-28,2146.47
284,676,2024-05-29,1037.94
285,1015,2024-09-04,731.22
286,821,2024-11-17,2036.71
287,1127,2025-12-26,106.19
288,181,2024-06-12,796.58
289,663,2024-10-18,303.07
290,828,2024-10-17,2164.3
291,3,2024-11-19,1649.29
292,1112,2025-07-12,1163.01
293,112,2025-02-03,481.14
294,741,2024-09-09,1562.25
295,1021,2025-05-28,1569.14
296,106,2025-07-04,520.84
297,1125,2024-06-20,340.57
298,590,2024-09-28,1103.72
299,993,2025-06-24,316.74
300,491,2024-08-22,1778.81
301,637,2025-07-08,1383.83
302,1132,2024-11-12,1028.86
303,461,2025-12-06,2480.76
304,233,2025-07-01,1161.7
305,241,2026-03-01,1624.56
306,316,2024-05-12,1253.46
307,598,2025-03-01,1279.55
308,560,2024-10-11,1047.49
309,989,2025-06-22,2450.91
310,500,2025-07-27,1150.11
311,297,2025-05-07,968.21
312,1041,2024-10-14,1869.54
313,280,2025-12-28,2162.11
314,566,2024-05-10,1935.1
315,850,2024-12-15,859.59
316,1040,2024-05-31,678.92
317,6,2025-04-15,717.85
318,612,2025-11-06,2096.13
319,1188,2026-02-27,2497.27
320,1003,2025-02-13,2165.17
321,915,2025-11-29,1353.37
322,707,2025-02-28,841.11
323,1113,2024-06-26,952.37
324,660,2024-07-03,2175.96
325,490,2025-06-22,1435.92
326,479,2025-10-13,2142.19
327,842,2024-07-30,123.46
328,969,2024-08-11,1767.49
329,781,2024-05-23,974.41
330,312,2025-12-06,1245.89
331,76,2026-01-26,328.72
332,680,2024-06-29,2176.21
333,902,2024-07-13,262.78
334,936,2025-10-07,53.14
335,296,2026-03-23,1033.8
336,317,2025-03-19,200.95
337,543,2026-02-16,856.32
338,815,2024-07-18,1629.84
339,673,2025-03-26,2133.07
340,1093,2025-06-08,959.32
341,649,2024-12-09,1572.6
342,1000,2025-08-10,2182.87
343,74,2024-05-19,1549.39
344,481,2026-02-03,1583.44
345,589,2026-03-07,2493.6
346,186,2025-11-30,1093.42
347,202,2025-03-29,1904.52
348,206,2026-03-16,1117.54
349,614,2024-12-02,2260.01
350,95,2025-08-25,821.07
351,115,2025-08-06,744.02
352,768,2025-02-21,1085.26
353,501,2024-08-19,1334.95
354,1160,2024-08-01,1709.27
355,369,2026-01-10,437.41
356,162,2025-05-01,1529.59
357,784,2024-08-27,1554.98
358,494,2025-10-09,1251.7
359,1195,2025-03-31,370.65
360,945,2025-10-03,1600.19
361,942,2025-05-28,649.49
362,20,2024-11-13,2248.79
363,953,2025-02-16,2254.51
364,1120,2025-01-08,407.57
365,905,2026-03-04,2363.91
366,613,2025-07-09,1602.76
367,869,2024-11-04,1730.43
368,936,2024-08-24,2115.58
369,408,2025-11-09,2498.44
370,990,2025-07-03,280.03
371,782,2025-10-04,1436.23
372,1178,2025-06-14,750.24
373,605,2025-11-04,69.52
374,811,2024-11-23,697.08
375,1160,2024-04-24,2164.69
376,101,2024-10-16,2277.88
377,1018,2025-03-05,2084.6
378,587,2024-08-20,1942.72
379,472,2024-09-10,1523.56
380,722,2026-02-14,559.23
381,390,2025-12-11,1557.91
382,281,2024-08-22,1576.2
383,81,2025-05-04,782.7
384,903,2024-11-19,97.91
385,748,2025-11-25,1834.91
386,185,2025-06-14,2275.43
387,670,2024-10-11,1872.49
388,360,2024-12-29,513.98
389,1105,2024-12-29,2193.0
390,750,2025-08-28,1334.17
391,559,2024-05-26,2078.72
392,527,2024-10-13,2286.41
393,987,2025-06-25,2418.95
394,605,2025-03-20,1870.2
395,694,2025-12-11,2013.52
396,960,2025-06-18,2407.79
397,289,2025-07-03,1889.07
398,463,2026-03-03,2152.45
399,814,2025-04-12,2418.67
400,1142,2025-01-27,923.95
401,809,2026-01-01,49.59
402,1099,2024-04-27,322.12
403,755,2024-12-23,1686.98
404,537,2024-08-17,1467.63
405,761,2025-12-22,284.24
406,479,2025-01-14,1186.62
407,1150,2025-04-26,830.1
408,454,2025-01-03,1624.42
409,951,2025-06-09,2274.83
410,619,2024-08-17,1628.36
411,239,2024-10-22,362.35
412,77,2024-05-01,771.35
413,1009,2025-08-12,303.56
414,481,2024-05-31,2219.84
415,278,2025-03-07,980.78
416,760,2025-07-18,1681.16
417,1107,2024-11-13,1056.53
418,317,2024-09-22,2215.25
419,203,2025-06-14,2086.73
420,836,2025-08-20,2348.55
421,573,2024-05-09,96.3
422,759,2026-02-11,554.92
423,911,2025-01-10,2377.13
424,743,2025-04-03,261.9
425,753,2024-08-02,1368.0
426,735,2025-03-26,165.47
427,566,2025-12-31,486.67
428,251,2025-03-15,2373.29
429,932,2024-04-09,242.81
430,435,2025-04-25,1609.64
431,44,2024-09-27,140.69
432,684,2025-04-14,620.27
433,258,2025-10-31,1970.64
434,421,2024-05-26,185.5
435,1136,2025-07-12,529.79
436,443,2025-01-12,2035.44
437,478,2025-02-28,831.47
438,303,2025-11-19,1974.78
439,6,2025-08-27,704.03
440,297,2024-04-28,2469.01
441,1107,2026-03-13,637.88
442,358,2025-10-08,288.17
443,53,2024-04-23,342.53
444,734,2025-06-26,1978.11
445,488,2025-02-05,1478.3
446,33,2026-03-25,448.0
447,108,2024-08-09,329.99
448,863,2024-09-04,1322.32
449,131,2024-08-11,1198.47
450,742,2025-11-21,1290.4
451,224,2025-10-11,1138.23
452,454,2024-08-19,2364.36
453,89,2025-08-28,1822.2
454,1068,2025-03-03,764.55
455,64,2025-07-21,166.15
456,981,2025-05-30,2120.54
457,874,2024-06-21,1719.95
458,1005,2024-04-25,1785.32
459,909,2025-07-06,197.62
460,166,2024-06-29,815.45
461,304,2025-12-27,178.22
462,564,2026-03-05,1566.43
463,1199,2026-01-03,1377.67
464,666,2024-10-20,961.55
465,1087,2024-10-10,747.82
466,1036,2025-12-06,1519.49
467,204,2025-09-23,1985.84
468,235,2024-12-03,2134.19
469,1130,2025-11-11,1806.29
470,441,2025-10-02,1083.72
471,468,2024-06-05,1043.33
472,929,2024-12-22,1005.84
473,195,2024-12-12,791.68
474,641,2025-10-06,1667.79
475,767,2025-06-13,2384.68
476,972,2024-05-05,181.83
477,175,2024-05-04,246.68
478,198,2024-05-03,1865.3
479,764,2026-02-18,2032.25
480,1140,2024-05-30,164.05
481,1151,2025-09-13,1410.78
482,251,2026-03-13,1035.86
483,867,2025-06-15,2172.21
484,106,2026-01-27,2421.47
485,640,2024-05-27,888.84
486,1184,2026-03-27,1275.92
487,317,2025-01-16,1646.99
488,460,2026-03-18,2120.48
489,718,2025-05-09,2115.75
490,753,2025-11-19,300.49
491,571,2024-07-02,1441.64
492,879,2024-07-25,2115.21
493,1141,2024-12-02,80.24
494,548,2026-02-03,86.95
495,560,2024-11-22,1761.21
496,633,2025-05-14,2305.02
497,719,2024-06-10,30.17
498,294,2025-07-11,1422.31
499,821,2025-05-10,187.92
500,63,2025-04-11,243.02
501,1087,2025-02-14,549.61
502,860,2025-05-12,1142.31
503,323,2024-04-30,934.58
504,665,2024-05-18,1945.44
505,1163,2025-07-06,1496.62
506,108,2024-11-10,401.62
507,102,2024-08-10,1689.81
508,558,2026-02-25,1116.14
509,869,2024-04-12,1221.87
510,906,2024-10-17,1044.25
511,442,2025-06-03,1891.03
512,234,2026-01-24,872.75
513,228,2024-12-20,718.87
514,997,2025-05-19,1324.43
515,632,2026-01-18,127.86
516,810,2025-01-17,2461.35
517,113,2025-06-10,34.1
518,618,2024-06-12,2364.13
519,282,2025-12-08,1913.94
520,593,2024-11-20,830.38
521,16,2025-09-25,1251.0
522,882,2025-05-10,451.6
523,779,2024-05-04,1338.47
524,472,2025-11-22,1258.15
525,726,2025-09-09,194.11
526,87,2025-09-04,1099.01
527,942,2026-01-03,2304.09
528,642,2025-12-25,1445.76
529,1175,2025-05-26,1019.99
530,856,2024-04-06,734.45
531,830,2025-04-20,66.83
532,666,2025-03-09,442.1
533,943,2024-12-22,2082.58
534,742,2025-02-27,234.0
535,217,2025-08-06,619.64
536,821,2025-01-10,1317.05
537,811,2025-05-26,2178.25
538,696,2024-11-24,565.61
539,345,2025-05-10,204.8
540,234,2024-10-09,1333.55
541,398,2024-06-15,2266.22
542,716,2025-08-02,887.48
543,303,2026-01-28,602.13
544,300,2025-07-16,651.08
545,356,2025-03-21,1511.96
546,155,2025-06-29,455.21
547,1012,2024-05-15,1167.92
548,1155,2025-06-07,1903.29
549,920,2026-03-29,1707.62
550,1157,2025-05-12,1612.83
551,662,2025-09-10,2162.65
552,648,2024-06-21,390.13
553,140,2025-07-17,1180.27
554,621,2025-07-22,1993.88
555,116,2025-11-12,889.58
556,152,2025-09-08,786.36
557,926,2024-10-24,108.45
558,756,2025-03-28,2081.77
559,158,2026-02-21,1617.0
560,185,2025-10-13,1543.3
561,1039,2026-01-27,970.44
562,1189,2026-01-31,1392.48
563,85,2025-03-12,1132.59
564,1171,2025-09-17,1634.82
565,659,2025-01-29,1518.44
566,1027,2024-10-18,389.89
567,127,2026-02-24,1134.55
568,704,2024-07-09,2456.23
569,173,2024-07-03,1268.8
570,354,2024-09-29,112.27
571,897,2025-08-29,2477.6
572,1074,2024-12-20,1314.03
573,326,2025-02-03,919.29
574,580,2025-10-06,977.73
575,693,2024-06-22,1702.06
576,108,2025-01-28,1976.23
577,686,2024-10-21,178.79
578,194,2025-02-15,1401.54
579,792,2024-05-28,721.11
580,308,2025-05-16,843.4
581,1194,2025-05-03,1664.08
582,717,2025-06-24,785.93
583,803,2024-12-13,335.44
584,174,2025-01-29,784.31
585,772,2025-05-17,1614.08
586,673,2025-02-07,2035.76
587,1079,2024-07-16,247.23
588,868,2024-08-25,1278.59
589,38,2025-11-23,916.06
590,370,2025-04-02,2378.66
591,700,2025-05-01,2369.96
592,996,2025-07-05,492.13
593,282,2026-03-02,400.04
594,606,2025-10-15,2113.4
595,208,2024-06-09,1276.61
596,1106,2025-03-13,2090.27
597,1079,2024-09-19,108.8
598,690,2024-09-06,2192.84
599,269,2025-12-13,1499.16
600,316,2025-10-28,418.18
601,340,2025-05-19,1807.14
602,90,2025-06-18,1035.98
603,487,2025-05-16,2424.43
604,584,2024-04-19,1884.69
605,920,2025-04-18,596.5
606,490,2026-01-01,784.03
607,961,2024-07-11,2261.38
608,398,2025-11-11,929.08
609,1169,2025-05-13,2461.33
610,946,2025-03-26,1927.05
611,783,2026-01-08,1264.72
612,858,2024-07-05,2416.18
613,409,2026-03-28,2006.13
614,284,2025-06-04,2184.41
615,107,2024-08-13,1608.33
616,761,2024-09-01,1393.03
617,211,2026-02-27,1782.83
618,1057,2025-08-02,2130.15
619,584,2024-08-16,223.43
620,329,2025-01-16,692.89
621,1052,2025-05-01,381.16
622,896,2024-08-24,242.91
623,455,2025-06-03,2044.51
624,716,2024-08-02,2327.22
625,850,2025-06-27,147.34
626,1029,2024-07-26,944.29
627,791,2025-11-28,2486.4
628,768,2025-08-18,572.98
629,653,2024-11-21,2328.1
630,687,2025-06-17,1981.58
631,282,2024-06-11,110.18
632,968,2025-12-24,1744.74
633,285,2024-10-24,1900.72
634,961,2026-01-09,1129.77
635,11,2025-11-12,2266.06
636,39,2025-05-25,650.97
637,307,2025-03-23,1378.78
638,1081,2025-08-05,1066.79
639,591,2024-06-05,605.54
640,250,2024-12-10,133.66
641,860,2024-05-20,1602.8
642,937,2025-12-29,171.08
643,1024,2026-01-01,1497.9
644,34,2025-08-04,1585.41
645,1178,2024-12-19,616.22
646,295,2026-02-25,738.81
647,4,2025-03-16,1542.8
648,493,2025-08-08,1433.1
649,384,2026-01-18,1665.96
650,176,2025-09-21,1315.86
651,739,2026-01-13,183.18
652,1078,2025-09-23,1367.04
653,1040,2024-09-20,1392.07
654,800,2025-08-13,2185.23
655,90,2024-04-19,1594.64
656,765,2025-04-17,645.32
657,34,2024-07-02,902.38
658,139,2024-10-12,871.83
659,213,2025-08-03,1932.18
660,681,2025-11-20,346.52
661,722,2025-11-22,1371.84
662,359,2026-03-26,2078.5
663,952,2024-08-12,2452.34
664,981,2025-02-22,1584.86
665,277,2025-05-08,171.8
666,938,2025-07-04,106.9
667,413,2025-04-21,123.86
668,409,2024-12-22,2216.19
669,647,2025-05-04,2334.43
670,1056,2024-09-10,1004.59
671,1113,2025-01-18,1191.4
672,75,2025-12-14,1886.93
673,392,2026-01-30,725.99
674,98,2025-09-26,2166.51
675,680,2026-02-17,693.94
676,754,2024-11-12,1100.82
677,820,2024-10-10,1862.12
678,792,2024-04-30,857.51
679,383,2024-08-18,1248.07
680,1019,2024-08-02,927.86
681,1064,2025-06-25,677.8
682,170,2025-08-29,1821.8
683,162,2025-01-20,1085.06
684,370,2024-12-15,1370.5
685,658,2024-10-29,269.96
686,672,2024-08-27,1657.38
687,628,2026-01-23,1123.1
688,873,2025-05-20,429.11
689,910,2025-03-07,888.59
690,87,2025-10-21,1821.13
691,723,2024-06-12,1542.91
692,891,2024-11-14,697.27
693,118,2025-01-17,201.48
694,832,2024-06-13,917.83
695,328,2024-12-03,2382.68
696,293,2025-12-14,2123.94
697,898,2026-01-04,101.48
698,138,2026-01-28,601.45
699,751,2025-01-31,914.94
700,1162,2024-05-07,95.48
701,315,2025-10-07,1702.47
702,760,2025-10-12,939.45
703,158,2025-02-24,1441.2
704,1085,2024-08-19,926.87
705,644,2024-09-13,1629.16
706,512,2024-08-25,2401.89
707,54,2025-03-02,1843.15
708,1023,2025-11-02,1301.6
709,1151,2025-01-27,307.64
710,534,2025-12-03,1764.53
711,440,2024-07-05,2490.97
712,585,2024-08-24,1739.54
713,1006,2025-04-06,512.44
714,278,2024-09-13,2134.27
715,926,2024-05-21,444.05
716,912,2026-01-23,2493.2
717,655,2025-03-28,1674.58
718,133,2024-07-31,1381.74
719,595,2025-09-12,2229.96
720,323,2024-12-21,1783.85
721,357,2024-04-21,1987.34
722,1042,2025-07-23,572.24
723,412,2024-08-01,1983.28
724,485,2024-11-16,1979.08
725,54,2024-07-02,911.83
726,1173,2024-06-30,931.74
727,1130,2025-07-31,337.48
728,177,2025-12-19,178.38
729,816,2024-09-13,2498.99
730,981,2025-03-09,1321.35
731,839,2025-05-04,2061.0
732,152,2024-11-12,326.44
733,650,2025-02-02,1611.21
734,922,2024-06-27,1172.6
735,1060,2024-09-02,871.12
736,1130,2024-06-17,1604.89
737,373,2024-10-27,1922.94
738,265,2025-03-28,1090.06
739,114,2026-03-08,2081.01
740,1062,2024-11-22,395.24
741,338,2024-04-16,417.49
742,462,2024-12-31,874.87
743,1063,2024-04-08,2238.89
744,162,2025-02-19,637.75
745,1129,2024-08-09,697.01
746,621,2024-05-18,1541.85
747,192,2025-12-17,1263.89
748,346,2026-02-04,1485.64
749,1190,2026-03-24,398.17
750,692,2025-08-27,2108.69
751,1155,2024-08-20,117.37
752,59,2024-09-22,216.84
753,1182,2024-11-16,672.67
754,432,2024-09-27,1920.89
755,854,2024-05-20,1551.0
756,63,2024-06-06,1252.62
757,1118,2024-07-06,734.83
758,619,2025-12-28,1215.12
759,832,2024-12-15,754.12
760,150,2025-05-25,1726.2
761,324,2025-04-06,1107.42
762,992,2025-05-03,1169.14
763,697,2024-08-07,1522.55
764,641,2024-04-30,2155.79
765,654,2026-01-27,1839.49
766,708,2025-10-30,2438.8
767,268,2026-01-30,1905.25
768,1055,2024-06-25,1410.7
769,654,2026-03-09,615.72
770,251,2025-01-28,679.67
771,508,2025-02-01,365.08
772,104,2024-06-01,736.18
773,787,2026-01-16,2162.45
774,857,2025-07-31,631.95
775,328,2025-07-18,2036.49
776,1184,2025-11-11,1807.0
777,389,2025-06-10,1911.36
778,1021,2025-11-18,2489.98
779,957,2024-12-27,1254.42
780,632,2025-07-31,1250.97
781,185,2026-02-13,2363.9
782,1036,2025-07-03,1151.22
783,494,2025-10-25,549.63
784,723,2024-09-03,135.92
785,577,2024-05-10,1244.81
786,964,2024-11-30,725.08
787,17,2025-04-21,2120.22
788,883,2024-11-14,347.83
789,542,2025-03-05,1822.86
790,826,2026-02-23,924.35
791,821,2025-10-17,142.13
792,1151,2024-10-02,498.72
793,1134,2025-05-21,732.18
794,792,2024-10-13,1268.07
795,1127,2026-01-03,710.11
796,244,2025-09-25,334.73
797,199,2025-03-31,993.85
798,695,2024-08-24,1401.21
799,749,2025-03-21,1891.09
800,408,2025-01-20,1512.12
801,823,2026-03-29,1257.69
802,93,2025-06-24,111.7
803,683,2025-04-13,2012.86
804,1064,2025-07-29,1150.62
805,1056,2025-01-31,362.36
806,653,2025-02-09,418.82
807,613,2025-05-12,1490.41
808,1039,2024-11-05,2073.3
809,1091,2025-10-14,1232.27
810,1153,2024-05-27,759.98
811,35,2025-02-26,930.37
812,225,2026-02-01,2450.05
813,1196,2025-10-14,779.58
814,55,2026-01-30,1498.32
815,544,2025-11-08,2418.17
816,1185,2024-06-19,1450.42
817,106,2024-09-08,1465.06
818,350,2024-08-08,1317.72
819,779,2025-03-20,382.22
820,497,2025-02-02,93.45
821,226,2026-03-08,489.1
822,904,2025-07-30,794.53
823,311,2025-08-20,1041.21
824,418,2024-11-20,1034.79
825,966,2024-07-08,2183.95
826,128,2024-07-21,1768.85
827,1063,2025-07-21,530.24
828,666,2026-03-04,2495.34
829,980,2024-04-26,1320.81
830,643,2025-07-24,2392.36
831,942,2024-08-06,2281.63
832,702,2025-05-21,1372.49
833,542,2025-09-22,1531.04
834,394,2025-02-20,2393.98
835,572,2024-04-06,1401.85
836,461,2025-11-30,2354.59
837,610,2024-04-30,1931.37
838,425,2024-06-02,1730.25
839,1002,2025-03-10,802.85
840,715,2025-08-12,1407.81
841,561,2024-09-15,730.16
842,1175,2025-09-24,1696.41
843,778,2024-07-23,2240.96
844,809,2025-11-24,2048.67
845,300,2026-01-07,736.77
846,590,2024-10-31,2388.95
847,162,2024-04-30,875.71
848,906,2025-04-29,1645.09
849,982,2024-04-25,546.76
850,1104,2024-05-23,688.76
851,1152,2025-08-26,1744.99
852,282,2026-01-17,286.43
853,491,2024-11-08,617.51
854,1088,2024-07-12,575.79
855,477,2025-04-01,145.44
856,847,2024-12-19,835.78
857,968,2025-08-06,264.85
858,282,2025-03-18,27.88
859,1128,2025-09-18,2445.11
860,324,2026-01-13,1026.17
861,975,2025-08-09,1201.46
862,409,2025-08-06,1893.44
863,589,2025-06-17,813.1
864,122,2025-08-18,2271.22
865,184,2025-02-13,1635.96
866,476,2025-08-30,1344.85
867,77,2024-09-04,2284.38
868,359,2025-07-30,1053.44
869,361,2025-12-31,2335.8
870,75,2025-10-08,2492.97
871,814,2024-06-26,1973.08
872,382,2025-03-13,2342.47
873,593,2026-02-18,2193.71
874,19,2025-11-01,756.5
875,220,2025-10-16,2322.21
876,687,2025-05-20,722.14
877,1113,2025-07-16,1317.93
878,275,2026-02-09,2129.88
879,959,2025-09-15,693.0
880,231,2024-11-27,836.75
881,940,2025-01-25,1625.99
882,382,2025-10-26,50.0
883,691,2025-09-23,1980.06
884,1163,2024-12-17,1690.89
