order_item_id,order_id,product_id,quantity,item_price
299,92,63,1,585.07
300,92,76,2,490.66
301,93,75,2,1112.01
302,93,44,3,361.64
303,93,56,4,1080.04
304,93,13,3,877.03
305,93,49,4,74.22
306,93,19,1,337.18
307,94,48,4,1115.27
308,94,46,2,1144.43
309,94,77,2,1038.26
310,94,40,1,411.51
311,94,1,3,891.15
312,95,28,1,1052.26
313,95,18,4,1027.1
314,95,30,4,553.33
315,96,69,4,486.13
316,96,10,3,262.3
317,96,37,4,461.04
318,96,43,3,915.54
319,97,57,1,301.25
320,97,2,3,171.75
321,98,26,1,987.05
322,98,79,4,1112.19
323,98,14,4,99.17
324,99,54,3,1115.05
325,99,55,2,377.5
326,99,44,4,361.64
327,99,8,4,911.77
328,100,17,1,795.21
329,101,21,1,324.04
330,101,71,4,541.09
331,101,12,1,1017.76
332,101,42,1,1051.64
333,101,62,2,619.42
334,102,32,1,703.58
335,102,9,4,510.02
336,103,71,4,541.09
337,103,57,4,301.25
338,103,4,2,509.2
339,103,50,3,879.63
340,104,18,2,1027.1
341,104,20,4,447.37
342,105,70,3,302.14
343,106,20,3,447.37
344,106,10,3,262.3
345,106,18,4,1027.1
346,106,49,2,74.22
347,106,67,4,511.18
348,107,11,3,115.83
349,108,78,2,457.87
350,108,40,1,411.51
351,109,4,2,509.2
352,110,44,2,361.64
353,110,32,2,703.58
354,110,73,1,534.54
355,110,69,2,486.13
356,111,34,3,594.75
357,111,56,4,1080.04
358,112,79,3,1112.19
359,112,27,1,324.95
360,112,17,4,795.21
361,112,62,2,619.42
362,113,64,2,1122.94
363,113,53,2,635.57
364,113,44,1,361.64
365,113,73,1,534.54
366,113,10,1,262.3
367,113,78,3,457.87
368,114,4,3,509.2
369,114,50,2,879.63
370,114,46,4,1144.43
371,114,21,4,324.04
372,114,55,2,377.5
373,114,51,3,920.17
374,115,19,4,337.18
375,116,36,3,509.48
376,116,41,2,194.0
377,117,63,4,585.07
378,117,47,3,392.37
379,118,79,4,1112.19
380,118,61,3,1086.98
381,118,53,4,635.57
382,118,34,2,594.75
383,119,36,3,509.48
384,119,74,3,784.31
385,120,3,3,890.1
386,121,18,2,1027.1
387,121,41,4,194.0
388,121,1,3,891.15
389,121,53,4,635.57
390,122,43,2,915.54
391,122,15,4,744.13
392,122,19,4,337.18
393,122,7,4,541.8
394,122,54,2,1115.05
395,123,30,2,553.33
396,123,41,3,194.0
397,123,3,3,890.1
398,123,79,2,1112.19
399,123,57,1,301.25
400,124,74,3,784.31
401,124,15,4,744.13
402,125,48,4,1115.27
403,125,1,4,891.15
404,125,24,1,827.35
405,125,19,3,337.18
406,125,26,3,987.05
407,125,38,4,305.44
408,126,73,3,534.54
409,126,60,1,759.17
410,126,18,4,1027.1
411,126,48,1,1115.27
412,126,15,2,744.13
413,126,67,2,511.18
414,127,79,2,1112.19
415,127,68,2,69.73
416,127,18,2,1027.1
417,127,12,4,1017.76
418,127,38,2,305.44
419,127,58,1,30.14
420,128,35,4,187.65
421,128,41,4,194.0
422,128,9,1,510.02
423,128,51,4,920.17
424,128,63,2,585.07
425,129,29,2,788.25
426,129,18,1,1027.1
427,129,67,1,511.18
428,129,55,1,377.5
429,130,20,1,447.37
430,130,4,3,509.2
431,131,35,2,187.65
432,131,17,2,795.21
433,131,50,2,879.63
434,131,33,4,267.09
435,131,70,4,302.14
436,132,74,4,784.31
437,132,49,4,74.22
438,132,3,1,890.1
439,132,66,2,117.72
440,132,22,4,763.8
441,132,70,1,302.14
442,133,33,4,267.09
443,133,78,2,457.87
444,133,37,1,461.04
445,134,48,1,1115.27
446,134,54,2,1115.05
447,134,36,2,509.48
448,134,73,3,534.54
449,134,7,3,541.8
450,135,73,2,534.54
451,136,7,1,541.8
452,136,1,3,891.15
453,136,10,3,262.3
454,137,15,1,744.13
455,137,61,1,1086.98
456,137,45,2,451.83
457,137,68,1,69.73
458,138,33,3,267.09
459,138,9,1,510.02
460,138,8,3,911.77
461,139,9,4,510.02
462,139,45,4,451.83
463,140,44,1,361.64
464,140,10,3,262.3
465,140,28,2,1052.26
466,140,43,4,915.54
467,140,25,3,392.52
468,141,41,2,194.0
469,141,46,1,1144.43
470,141,65,1,942.62
471,141,7,1,541.8
472,142,67,4,511.18
473,142,41,1,194.0
474,142,49,4,74.22
475,142,37,4,461.04
476,143,34,4,594.75
477,143,5,1,266.27
478,143,12,4,1017.76
479,143,78,2,457.87
480,143,20,4,447.37
481,144,14,4,99.17
482,144,56,4,1080.04
483,144,12,4,1017.76
484,144,80,1,510.49
485,144,47,1,392.37
486,144,67,4,511.18
487,145,57,2,301.25
488,145,46,2,1144.43
489,145,75,2,1112.01
490,145,67,4,511.18
491,146,61,1,1086.98
492,147,42,2,1051.64
493,147,4,3,509.2
494,147,43,3,915.54
495,147,69,1,486.13
496,147,27,3,324.95
497,147,48,4,1115.27
498,148,57,3,301.25
499,148,20,2,447.37
500,148,70,3,302.14
501,149,32,2,703.58
502,149,75,3,1112.01
503,150,50,2,879.63
504,150,52,1,572.96
505,151,62,1,619.42
506,151,43,3,915.54
507,151,72,3,337.86
508,151,6,4,242.61
509,152,71,1,541.09
510,152,63,2,585.07
511,152,78,1,457.87
512,152,27,2,324.95
513,153,44,4,361.64
514,153,27,4,324.95
515,153,21,4,324.04
516,153,60,2,759.17
517,153,23,3,557.4
518,154,9,2,510.02
519,154,48,3,1115.27
520,154,8,2,911.77
521,155,48,1,1115.27
522,155,39,4,866.26
523,155,55,2,377.5
524,155,14,1,99.17
525,155,31,4,299.72
526,156,2,2,171.75
527,156,59,2,268.16
528,157,61,3,1086.98
529,157,59,2,268.16
530,157,15,3,744.13
531,157,16,2,234.78
532,158,62,1,619.42
533,158,65,4,942.62
534,158,50,1,879.63
535,158,26,2,987.05
536,158,1,1,891.15
537,158,8,1,911.77
538,159,36,2,509.48
539,159,19,3,337.18
540,160,38,4,305.44
541,160,63,4,585.07
542,160,28,1,1052.26
543,160,7,4,541.8
544,160,45,1,451.83
545,160,62,4,619.42
546,161,49,3,74.22
547,162,79,4,1112.19
548,162,56,3,1080.04
549,162,45,1,451.83
550,162,52,4,572.96
551,162,77,2,1038.26
552,162,59,2,268.16
553,163,35,3,187.65
554,163,3,2,890.1
555,163,79,2,1112.19
556,164,18,2,1027.1
557,164,49,4,74.22
558,164,47,2,392.37
559,165,24,2,827.35
560,165,17,1,795.21
561,165,12,4,1017.76
562,165,75,1,1112.01
563,165,10,3,262.3
564,165,34,3,594.75
565,166,32,3,703.58
566,166,54,4,1115.05
567,166,7,1,541.8
568,166,15,1,744.13
569,167,5,1,266.27
570,167,13,4,877.03
571,167,6,2,242.61
572,168,2,2,171.75
573,168,4,4,509.2
574,168,65,3,942.62
575,168,5,2,266.27
576,169,34,2,594.75
577,169,60,2,759.17
578,169,44,3,361.64
579,169,77,3,1038.26
580,169,59,2,268.16
581,169,72,3,337.86
582,170,12,3,1017.76
583,170,77,4,1038.26
584,170,24,4,827.35
585,170,14,1,99.17
586,171,50,4,879.63
587,171,32,4,703.58
588,171,65,3,942.62
589,172,31,2,299.72
590,172,20,4,447.37
591,172,3,4,890.1
592,172,27,3,324.95
593,172,12,2,1017.76
594,172,64,2,1122.94
595,173,51,3,920.17
596,173,69,2,486.13
597,173,43,4,915.54
598,174,17,1,795.21
599,174,38,4,305.44
600,174,1,1,891.15
601,174,6,1,242.61
602,174,5,3,266.27
603,174,19,4,337.18
604,175,41,1,194.0
605,176,4,2,509.2
606,176,72,4,337.86
607,176,44,1,361.64
608,176,36,4,509.48
609,176,27,2,324.95
610,177,8,4,911.77
611,177,26,2,987.05
612,177,31,1,299.72
613,177,41,1,194.0
614,177,54,1,1115.05
615,177,28,1,1052.26
616,178,5,1,266.27
617,178,76,4,490.66
618,178,7,1,541.8
619,178,68,1,69.73
620,178,79,3,1112.19
621,178,31,1,299.72
622,179,68,3,69.73
623,179,30,3,553.33
624,180,43,2,915.54
625,181,7,4,541.8
626,181,80,4,510.49
627,181,30,4,553.33
628,181,34,1,594.75
629,181,29,2,788.25
630,182,51,1,920.17
631,182,22,2,763.8
632,182,69,2,486.13
633,182,4,4,509.2
634,183,9,3,510.02
635,183,45,4,451.83
636,183,74,1,784.31
637,183,39,3,866.26
638,183,59,2,268.16
639,184,12,1,1017.76
640,185,71,1,541.09
641,185,28,4,1052.26
642,185,32,4,703.58
643,186,78,3,457.87
644,186,58,2,30.14
645,187,72,1,337.86
646,188,40,3,411.51
647,188,18,1,1027.1
648,188,55,1,377.5
649,188,30,4,553.33
650,188,61,4,1086.98
651,188,53,4,635.57
652,189,13,4,877.03
653,189,66,2,117.72
654,189,64,2,1122.94
655,189,62,4,619.42
656,190,56,3,1080.04
657,190,70,1,302.14
658,191,51,2,920.17
659,192,52,2,572.96
660,192,23,4,557.4
661,192,76,4,490.66
662,192,21,4,324.04
663,193,66,4,117.72
664,193,2,4,171.75
665,193,73,1,534.54
666,193,25,4,392.52
667,194,22,1,763.8
668,194,24,4,827.35
669,194,71,3,541.09
670,195,75,1,1112.01
671,195,31,2,299.72
672,195,41,3,194.0
673,195,73,3,534.54
674,195,69,4,486.13
675,196,60,4,759.17
676,196,20,4,447.37
677,196,56,3,1080.04
678,196,42,1,1051.64
679,197,25,3,392.52
680,197,72,1,337.86
681,197,48,1,1115.27
682,197,69,3,486.13
683,197,4,1,509.2
684,198,14,2,99.17
685,198,50,1,879.63
686,198,43,2,915.54
687,198,62,3,619.42
688,199,45,1,451.83
689,199,12,1,1017.76
690,199,69,3,486.13
691,199,57,4,301.25
692,200,8,3,911.77
693,201,1,2,891.15
694,202,35,4,187.65
695,202,77,4,1038.26
696,202,24,3,827.35
697,203,60,1,759.17
698,203,7,1,541.8
699,203,30,1,553.33
700,203,3,2,890.1
701,203,19,3,337.18
702,203,26,1,987.05
703,204,65,4,942.62
704,205,5,4,266.27
705,205,64,3,1122.94
706,205,36,2,509.48
707,205,22,2,763.8
708,205,74,2,784.31
709,205,3,2,890.1
710,206,53,2,635.57
711,206,78,1,457.87
712,207,72,4,337.86
713,207,3,2,890.1
714,207,50,1,879.63
715,207,22,2,763.8
716,207,6,3,242.61
717,207,2,2,171.75
718,208,55,4,377.5
719,208,18,3,1027.1
720,208,34,2,594.75
721,208,74,4,784.31
722,209,37,3,461.04
723,209,4,4,509.2
724,209,42,3,1051.64
725,209,64,4,1122.94
726,209,12,4,1017.76
727,209,36,3,509.48
728,210,49,4,74.22
729,211,47,3,392.37
730,211,39,3,866.26
731,212,33,1,267.09
732,212,43,3,915.54
733,213,55,3,377.5
734,213,71,2,541.09
735,213,69,3,486.13
736,213,54,2,1115.05
737,214,72,4,337.86
738,214,30,2,553.33
739,214,46,4,1144.43
740,215,28,3,1052.26
741,215,56,2,1080.04
742,215,51,2,920.17
743,215,39,1,866.26
744,216,59,3,268.16
745,216,61,2,1086.98
746,216,47,2,392.37
747,216,68,4,69.73
748,216,79,2,1112.19
749,216,1,3,891.15
750,217,32,3,703.58
751,217,56,1,1080.04
752,217,77,3,1038.26
753,218,40,3,411.51
754,219,47,1,392.37
755,220,23,2,557.4
756,220,69,1,486.13
757,220,35,1,187.65
758,220,52,4,572.96
759,220,60,2,759.17
760,221,23,1,557.4
761,221,78,4,457.87
762,221,26,4,987.05
763,222,63,3,585.07
764,222,19,3,337.18
765,223,45,4,451.83
766,223,1,2,891.15
767,223,31,3,299.72
768,223,72,3,337.86
769,223,4,1,509.2
770,223,9,3,510.02
771,224,17,1,795.21
772,225,44,1,361.64
773,225,3,3,890.1
774,225,24,2,827.35
775,226,30,4,553.33
776,226,9,3,510.02
777,226,18,2,1027.1
778,227,63,3,585.07
779,227,80,2,510.49
780,228,13,1,877.03
781,229,31,1,299.72
782,229,46,3,1144.43
783,230,52,2,572.96
784,230,46,4,1144.43
785,231,20,4,447.37
786,231,71,2,541.09
787,231,56,3,1080.04
788,232,7,3,541.8
789,233,29,3,788.25
790,233,68,3,69.73
791,233,25,3,392.52
792,233,71,3,541.09
793,234,34,4,594.75
794,235,78,1,457.87
795,236,30,3,553.33
796,236,42,3,1051.64
797,236,13,3,877.03
798,236,11,3,115.83
799,236,62,2,619.42
800,237,59,1,268.16
801,237,5,4,266.27
802,237,54,4,1115.05
803,237,18,2,1027.1
804,237,61,2,1086.98
805,237,24,4,827.35
806,238,50,1,879.63
807,238,13,3,877.03
808,238,18,4,1027.1
809,239,55,1,377.5
810,239,22,2,763.8
811,239,33,4,267.09
812,240,66,3,117.72
813,241,16,1,234.78
814,241,66,1,117.72
815,241,57,4,301.25
816,241,51,2,920.17
817,241,21,1,324.04
818,242,56,3,1080.04
819,242,31,1,299.72
820,242,3,4,890.1
821,242,80,4,510.49
822,242,77,1,1038.26
823,243,43,2,915.54
824,243,5,2,266.27
825,243,79,4,1112.19
826,244,30,3,553.33
827,244,13,2,877.03
828,244,23,1,557.4
829,244,28,3,1052.26
830,245,45,2,451.83
831,245,12,3,1017.76
832,245,38,2,305.44
833,245,20,4,447.37
834,245,8,3,911.77
835,246,6,2,242.61
836,246,19,2,337.18
837,246,71,1,541.09
838,247,33,4,267.09
839,247,17,3,795.21
840,248,57,2,301.25
841,248,49,1,74.22
842,248,60,1,759.17
843,249,43,2,915.54
844,249,38,1,305.44
845,249,76,2,490.66
846,249,4,3,509.2
847,249,37,2,461.04
848,249,34,4,594.75
849,250,48,4,1115.27
850,250,29,4,788.25
851,250,11,1,115.83
852,250,5,1,266.27
853,250,21,3,324.04
854,251,53,2,635.57
855,252,75,1,1112.01
856,252,15,4,744.13
857,252,60,2,759.17
858,252,17,2,795.21
859,252,50,1,879.63
860,252,44,4,361.64
861,253,79,1,1112.19
862,253,11,4,115.83
863,254,80,2,510.49
864,254,20,1,447.37
865,255,71,3,541.09
866,255,32,4,703.58
867,255,51,2,920.17
868,255,73,4,534.54
869,255,10,4,262.3
870,256,15,4,744.13
871,256,4,4,509.2
872,256,46,1,1144.43
873,256,18,4,1027.1
874,257,38,1,305.44
875,257,45,3,451.83
876,257,77,3,1038.26
877,257,11,3,115.83
878,257,48,1,1115.27
879,257,26,1,987.05
880,258,1,4,891.15
881,258,17,2,795.21
882,259,64,3,1122.94
883,259,72,3,337.86
884,259,79,1,1112.19
885,259,5,2,266.27
886,259,28,3,1052.26
887,260,52,1,572.96
888,260,58,3,30.14
889,260,51,1,920.17
890,260,7,2,541.8
891,260,31,3,299.72
892,261,59,2,268.16
893,261,45,2,451.83
894,261,39,4,866.26
895,261,9,1,510.02
896,262,10,2,262.3
897,263,17,3,795.21
898,263,58,1,30.14
899,263,23,2,557.4
900,263,10,2,262.3
901,263,7,3,541.8
902,264,8,2,911.77
903,264,13,2,877.03
904,264,70,1,302.14
905,264,40,1,411.51
906,265,69,2,486.13
907,265,71,3,541.09
908,266,23,2,557.4
909,266,5,1,266.27
910,267,50,1,879.63
911,267,67,2,511.18
912,267,16,1,234.78
913,267,53,4,635.57
914,267,29,2,788.25
915,267,54,4,1115.05
916,268,2,4,171.75
917,268,60,4,759.17
918,268,66,4,117.72
919,268,76,2,490.66
920,268,40,1,411.51
921,269,3,3,890.1
922,270,11,1,115.83
923,270,33,1,267.09
924,271,2,2,171.75
925,271,59,3,268.16
926,271,15,3,744.13
927,271,56,1,1080.04
928,272,69,4,486.13
929,272,78,1,457.87
930,272,42,3,1051.64
931,272,14,1,99.17
932,272,24,1,827.35
933,272,28,1,1052.26
934,273,34,4,594.75
935,273,39,2,866.26
936,273,47,4,392.37
937,273,54,3,1115.05
938,273,78,3,457.87
939,274,15,4,744.13
940,274,77,4,1038.26
941,274,24,1,827.35
942,274,59,2,268.16
943,275,58,2,30.14
944,275,15,4,744.13
945,275,65,2,942.62
946,275,54,3,1115.05
947,276,14,4,99.17
948,276,18,2,1027.1
949,276,52,1,572.96
950,276,49,3,74.22
951,277,64,1,1122.94
952,277,27,2,324.95
953,277,59,4,268.16
954,278,37,4,461.04
955,278,6,1,242.61
956,278,22,3,763.8
957,278,18,3,1027.1
958,278,28,4,1052.26
959,278,80,4,510.49
960,279,64,2,1122.94
961,279,55,2,377.5
962,280,38,1,305.44
963,281,59,4,268.16
964,282,39,2,866.26
965,283,14,1,99.17
966,283,48,4,1115.27
967,283,24,4,827.35
968,283,38,2,305.44
969,283,66,4,117.72
970,283,30,3,553.33
971,284,4,4,509.2
972,284,33,4,267.09
973,284,50,4,879.63
974,284,41,1,194.0
975,285,49,2,74.22
976,285,71,1,541.09
977,286,36,2,509.48
978,287,78,3,457.87
979,287,30,2,553.33
980,287,52,2,572.96
981,287,11,1,115.83
982,288,22,3,763.8
983,288,62,1,619.42
984,288,8,1,911.77
985,288,50,3,879.63
986,288,43,1,915.54
987,288,29,4,788.25
988,289,19,2,337.18
989,289,75,2,1112.01
990,289,13,2,877.03
991,289,11,3,115.83
992,289,70,4,302.14
993,289,58,1,30.14
994,290,25,4,392.52
995,290,3,4,890.1
996,290,12,1,1017.76
997,290,69,4,486.13
998,290,15,3,744.13
999,291,58,3,30.14
1000,291,68,4,69.73
1001,291,67,1,511.18
1002,291,33,3,267.09
1003,291,74,2,784.31
1004,291,62,2,619.42
1005,292,63,1,585.07
1006,293,36,4,509.48
1007,294,54,1,1115.05
1008,294,46,1,1144.43
1009,294,67,1,511.18
1010,295,10,4,262.3
1011,295,64,2,1122.94
1012,295,28,1,1052.26
1013,295,41,4,194.0
1014,296,13,4,877.03
1015,296,22,3,763.8
1016,297,58,1,30.14
1017,297,23,4,557.4
1018,297,54,3,1115.05
1019,298,53,1,635.57
1020,298,28,1,1052.26
1021,298,63,2,585.07
1022,298,72,1,337.86
1023,298,65,4,942.62
1024,299,22,4,763.8
1025,299,7,1,541.8
1026,299,15,4,744.13
1027,299,27,4,324.95
1028,299,2,3,171.75
1029,300,22,4,763.8
1030,300,15,2,744.13
1031,301,25,3,392.52
1032,301,54,3,1115.05
1033,301,16,1,234.78
1034,301,31,1,299.72
1035,301,10,3,262.3
1036,301,61,1,1086.98
1037,302,61,3,1086.98
1038,302,21,3,324.04
1039,303,67,2,511.18
1040,303,43,3,915.54
1041,303,65,4,942.62
1042,304,77,1,1038.26
1043,304,76,2,490.66
1044,305,36,2,509.48
1045,305,28,3,1052.26
1046,305,78,3,457.87
1047,305,20,1,447.37
1048,306,35,3,187.65
1049,306,9,1,510.02
1050,306,77,3,1038.26
1051,306,24,4,827.35
1052,307,23,4,557.4
1053,307,14,1,99.17
1054,307,24,1,827.35
1055,307,25,4,392.52
1056,308,74,3,784.31
1057,308,77,3,1038.26
1058,309,13,3,877.03
1059,309,27,3,324.95
1060,309,72,2,337.86
1061,310,41,4,194.0
1062,311,7,2,541.8
1063,311,78,1,457.87
1064,312,77,1,1038.26
1065,312,52,4,572.96
1066,312,67,3,511.18
1067,312,44,3,361.64
1068,313,69,2,486.13
1069,313,60,1,759.17
1070,313,18,4,1027.1
1071,313,36,4,509.48
1072,313,5,2,266.27
1073,314,12,1,1017.76
1074,314,54,1,1115.05
1075,314,52,2,572.96
1076,315,80,2,510.49
1077,315,61,4,1086.98
1078,316,4,4,509.2
1079,316,62,2,619.42
1080,316,18,3,1027.1
1081,316,16,1,234.78
1082,317,24,1,827.35
1083,317,40,2,411.51
1084,317,17,1,795.21
1085,317,22,4,763.8
1086,317,77,2,1038.26
1087,317,35,2,187.65
1088,318,31,1,299.72
1089,318,56,3,1080.04
1090,318,41,3,194.0
1091,318,40,3,411.51
1092,318,2,2,171.75
1093,318,13,3,877.03
1094,319,35,2,187.65
1095,319,20,3,447.37
1096,319,4,1,509.2
1097,319,21,3,324.04
1098,319,36,4,509.48
1099,320,45,4,451.83
1100,320,12,1,1017.76
1101,320,16,3,234.78
1102,320,66,4,117.72
1103,321,2,3,171.75
1104,321,79,1,1112.19
1105,321,74,3,784.31
1106,322,45,1,451.83
1107,322,25,2,392.52
1108,322,80,4,510.49
1109,322,70,1,302.14
1110,323,40,3,411.51
1111,323,18,1,1027.1
1112,323,39,1,866.26
1113,324,23,3,557.4
1114,324,50,4,879.63
1115,324,10,3,262.3
1116,324,4,3,509.2
1117,324,26,2,987.05
1118,325,74,4,784.31
1119,325,76,4,490.66
1120,325,23,4,557.4
1121,325,5,4,266.27
1122,325,78,4,457.87
1123,325,31,2,299.72
1124,326,73,2,534.54
1125,326,45,2,451.83
1126,327,50,2,879.63
1127,327,12,1,1017.76
1128,327,73,2,534.54
1129,327,33,3,267.09
1130,327,9,2,510.02
1131,328,20,4,447.37
1132,328,38,4,305.44
1133,328,1,2,891.15
1134,329,25,2,392.52
